,label,text,favorite_count,retweet_count,user.followers_count,user.friends_count,user.verified,user.created_at,created_at
23,1,".....for a cover-up to be successful....you must first discredit the victim.....

#Ferguson",73,239,5803,357,False,Thu Jun 14 13:49:08 +0000 2012,Fri Aug 15 14:26:44 +0000 2014
24,1,"despite clear footage of #ferguson citizens chanting ""killer cops have got to go"", media chooses to hear &amp; report ""kill the cops"" instead.",62,111,3507,277,False,Mon May 18 23:22:31 +0000 2009,Wed Aug 13 23:22:58 +0000 2014
25,1,Police have named the cop who shot Michael Brown. @alicesperi's latest report from #Ferguson: http://t.co/1K79nsOtx3 http://t.co/cV3VCkUR6L,173,204,180022,269,True,Mon Jul 29 17:40:09 +0000 2013,Fri Aug 15 15:10:53 +0000 2014
26,1,"Asked why he released surveillance video of robbery, Chief Jackson responds, ""because the press asked for it."" #MikeBrown #Ferguson",20,115,101649,35,True,Fri Sep 05 16:36:39 +0000 2008,Fri Aug 15 19:15:17 +0000 2014
27,1,"""#Ferguson PD charged a man with destruction of property for bleeding on their uniforms while 4 officers beat him."" http://t.co/x4K1rHyXdn",57,200,2228,457,True,Wed May 20 04:05:14 +0000 2009,Fri Aug 15 15:38:24 +0000 2014
28,1,Alleged theft of cigars is not a reason to shoot dead an unarmed teenager. #MichaelBrown #Ferguson,376,578,4217288,867,True,Tue Nov 16 09:37:44 +0000 2010,Fri Aug 15 16:52:47 +0000 2014
29,1,Do you understand what I'm saying? How had they already determined #MikeBrown was the suspect when the #Ferguson report was written?,31,164,9000,1906,False,Fri Mar 05 03:12:21 +0000 2010,Fri Aug 15 15:53:46 +0000 2014
30,1,"So in #Ferguson, robbing a convenience carries the death penalty. Got it.",48,121,6438,5599,False,Thu May 05 00:08:33 +0000 2011,Fri Aug 15 15:03:21 +0000 2014
31,1,"The press conf makes #Ferguson PD look like they've gone from stonewalling to counter punching. We give up a name, we drag his thru the mud.",79,137,22919,991,False,Sun Mar 16 02:54:24 +0000 2008,Fri Aug 15 21:30:15 +0000 2014
32,1,What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #ferguson,185,260,39603,10503,False,Wed Feb 25 15:59:52 +0000 2009,Fri Aug 15 19:29:46 +0000 2014
33,1,"#Breaking: The officer involved in the shooting of Michael Brown is named Darren Wilson, #Ferguson police chief says.",27,108,4261501,2771,True,Mon Mar 12 01:28:01 +0000 2007,Fri Aug 15 13:47:35 +0000 2014
34,1,The selective release of information by #Ferguson PD tells us nothing about the shooting. Instead appears to be a basic smear job.,87,366,949,712,False,Wed Jun 24 02:56:05 +0000 2009,Fri Aug 15 14:34:00 +0000 2014
35,1,"Let's be serious, it took 5 days to release the incident report because it took 5 days to create the incident. #Ferguson",71,130,12066,10436,False,Thu Jun 20 06:10:20 +0000 2013,Fri Aug 15 16:55:11 +0000 2014
36,1,"In 2009 #Ferguson PD beat a black man, then charged him for getting blood on their uniforms http://t.co/Y1QTm1BZyt http://t.co/KcuZ5VFMOn",96,515,1171,1692,False,Wed Apr 29 21:28:41 +0000 2009,Fri Aug 15 14:31:07 +0000 2014
37,1,At 8:00 police will release the name of the officer who shot Michael Brown. #Ferguson,204,521,106227,1041,True,Thu Mar 06 19:51:29 +0000 2008,Fri Aug 15 12:16:07 +0000 2014
38,1,Report: #Ferguson cop identified as unarmed teen's killer skipped town days ago http://t.co/5GQvgcw3LJ,45,185,162647,521,True,Fri May 09 19:46:43 +0000 2008,Fri Aug 15 19:52:13 +0000 2014
39,1,"Took a week, but we finally at the moment where Mike Brown Is officially a suspect in his own murder. #Ferguson",168,380,8494,3069,False,Sat Jan 01 14:23:08 +0000 2011,Fri Aug 15 15:22:07 +0000 2014
40,1,So in 5mins mike brown shaved his head and changed his scandals to shoes. I think your being lied too #Ferguson http://t.co/GSaYdYUhJr,60,135,1205,1175,False,Mon Aug 22 18:46:41 +0000 2011,Fri Aug 15 14:48:21 +0000 2014
41,1,"Oh, whoops, the robbery had nothing to do with #MikeBrown being stopped, but at least now half of America thinks it did. - #Ferguson PD",56,186,291,413,False,Fri Feb 14 00:36:21 +0000 2014,Fri Aug 15 20:04:09 +0000 2014
42,1,2 of the 4 police departments rampaging through #Ferguson were trained by Israel in methods of domination and control http://t.co/ztZUZpzHJb,89,304,47986,1148,False,Sun May 03 21:01:20 +0000 2009,Fri Aug 15 09:48:44 +0000 2014
43,1,This is what #Ferguson PD did to #HenryDavis in 2009 when they mistook him for a man with an outstanding warrant http://t.co/ZdHpyHfrCh,59,280,10146,416,False,Wed Mar 11 21:14:50 +0000 2009,Fri Aug 15 20:16:41 +0000 2014
44,1,"the media didn't even know the video existed, but he just said they requested it? DUDE. #Ferguson",97,282,39767,10517,False,Wed Feb 25 15:59:52 +0000 2009,Fri Aug 15 19:15:54 +0000 2014
45,1,"#Ferguson PD charged #HenryDavis w/ ""destruction of property"" for bleeding on their uniforms: http://t.co/qQWPClW3tG http://t.co/5U3nMoMiF2",75,201,10290,416,False,Wed Mar 11 21:14:50 +0000 2009,Fri Aug 15 20:26:04 +0000 2014
46,1,Lets bomb nurseries w/ White Babies!? FBI: #NBP leader inciting violence in #Ferguson http://t.co/TCXSbfrTsV #tcot http://t.co/XDZqcWnoUQ,145,539,20997,10884,False,Sat Nov 17 18:46:39 +0000 2012,Wed Aug 13 20:07:18 +0000 2014
47,1,Cigarettes on Staten Island. Cigars in #Ferguson. Are these seriously enough to take a life?,108,246,112774,1096,True,Fri Feb 13 14:17:54 +0000 2009,Fri Aug 15 15:00:55 +0000 2014
48,1,"WOW RT @themarkberman: ""The initial contact between the officer and Mr. Brown was not related to the robbery,"" #Ferguson police chief says",49,111,1000335,2220,True,Mon Apr 06 23:50:23 +0000 2009,Fri Aug 15 19:10:51 +0000 2014
49,1,BREAKING: #Ferguson police have identified Darren Wilson as the cop who shot and killed Michael Brown. More details to come...,60,173,7382,656,False,Wed Feb 23 17:32:04 +0000 2011,Fri Aug 15 13:51:00 +0000 2014
50,1,NEW DEVELOPMENT: Pentagon supplied St. Louis County police with military-grade weapons. #Ferguson,69,145,18549,36,False,Tue Aug 12 06:41:41 +0000 2014,Fri Aug 15 10:58:39 +0000 2014
51,1,"I personally don't trust St. Louis County PD, and I think they waited all this time to forge and falsify evidence. #Ferguson #MikeBrown",224,485,18480,36,False,Tue Aug 12 06:41:41 +0000 2014,Fri Aug 15 14:04:24 +0000 2014
52,1,"#MikeBrown's family calls it ""devious"" the way the police chief released info meant to ""assassinate"" their son's character. #Ferguson",49,145,101849,35,True,Fri Sep 05 16:36:39 +0000 2008,Fri Aug 15 18:52:56 +0000 2014
53,1,Chief Jackson: initial contact between officer and #MikeBrown was not related to robbery. #Ferguson,30,142,101719,35,True,Fri Sep 05 16:36:39 +0000 2008,Fri Aug 15 19:07:44 +0000 2014
54,1,Lawyers for police in bad shootings often advise shooters not to write reports or even speak to commanders or investigators. #Ferguson,80,310,250431,283,True,Tue Jun 22 17:22:48 +0000 2010,Fri Aug 15 19:14:59 +0000 2014
55,1,"DARREN WILSON
MURDERED AN UNARMED TEEN
LEFT HIS BODY IN THE STREET FOR 4 HRS

Anything else is irrelevant.
#MikeBrown
#Ferguson
#CoverUp",44,110,2105,629,False,Mon Mar 26 20:18:19 +0000 2012,Fri Aug 15 14:40:57 +0000 2014
56,1,The #Ferguson police chief confirmed the stop of #MikeBrown had absolutely nothing to do with the alleged convenience store robbery.,42,160,7541,3022,True,Fri Sep 05 21:54:50 +0000 2008,Fri Aug 15 19:12:10 +0000 2014
57,1,.@CNN KEEPS playing the video while saying it has nothing to do with the murder of #MikeBrown this is PSYCHOLOGICAL WARFAE. #FERGUSON,64,228,5638,616,False,Sat Mar 23 15:38:36 +0000 2013,Fri Aug 15 20:12:14 +0000 2014
58,1,"Family of Michael Brown slams #Ferguson police chief's ""devious"" attempt to ""blame the victim"" http://t.co/4V3uWtShQH http://t.co/GBnglBgJmo",221,574,4262522,2771,True,Mon Mar 12 01:28:01 +0000 2007,Fri Aug 15 17:39:42 +0000 2014
59,1,"Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""",137,154,81745,72382,False,Wed Aug 18 00:29:10 +0000 2010,Fri Aug 15 18:02:55 +0000 2014
60,1,Chief Jackson: officer Darren Wilson stopped #MikeBrown initially because he was in the street and blocking traffic. #Ferguson,57,192,101805,35,True,Fri Sep 05 16:36:39 +0000 2008,Fri Aug 15 19:15:53 +0000 2014
61,1,"http://t.co/Qwgr0uMaX4 Ferguson, Missouri, Police to Release Name of Officer in Fatal Shooting #Ferguson #FergusonShooting #FergusonRiot",0,331,282,882,False,Wed Jan 02 06:40:53 +0000 2013,Fri Aug 15 13:38:36 +0000 2014
62,1,"Shoot unarmed kid.
Conceal evidence.
Impose martial law.
Harass reporters.
Smear the victim.
Worst. Police. Ever.
#Ferguson #MikeBrown",420,784,61890,53099,False,Mon Dec 27 15:44:07 +0000 2010,Fri Aug 15 15:11:32 +0000 2014
63,1,"Name of #Ferguson cop is expected to be released by 9 ET, police chief says: http://t.co/NhMsTgfzYi (J.B. Forbes, AP) http://t.co/7LU1iT1EKB",38,100,1208620,734,True,Wed Aug 06 19:55:31 +0000 2008,Fri Aug 15 12:31:13 +0000 2014
64,1,"2nd police-involved shooting reported in #Ferguson, Mo., overnight http://t.co/VezLQ498BZ",26,120,4466972,5554,True,Thu Apr 24 14:07:28 +0000 2008,Wed Aug 13 10:36:09 +0000 2014
65,1,today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,40,117,26208,976,False,Sat Sep 12 19:36:24 +0000 2009,Fri Aug 15 14:00:14 +0000 2014
66,1,"I'm not retweeting the pic of #MikeBrown's body, but evidently he lost the hat and changed his shoes and shorts. And lost ~40 lbs. #Ferguson",117,308,2496,1630,False,Wed Apr 22 01:13:34 +0000 2009,Fri Aug 15 14:55:24 +0000 2014
67,1,FACT. We know more about how #MikeBrown allegedly stole cheap cigars than how and why a #Ferguson police officer shot and killed him.,68,139,1347,565,False,Fri May 08 20:25:41 +0000 2009,Fri Aug 15 21:26:39 +0000 2014
68,1,#Ferguson police once beat a man then charged him with destruction of property for bleeding on their uniforms http://t.co/KbTFfyI8mw,40,186,6424,1037,True,Fri Oct 07 23:37:13 +0000 2011,Fri Aug 15 15:09:48 +0000 2014
69,1,Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,62,219,4259965,2771,True,Mon Mar 12 01:28:01 +0000 2007,Fri Aug 15 14:21:05 +0000 2014
70,1,Hold on while Chief Jackson sprinkles a little crack on that Mike Brown crime scene ... #Ferguson,38,102,1667,702,False,Sun Jun 27 16:19:34 +0000 2010,Fri Aug 15 14:00:23 +0000 2014
71,1,So #Ferguson Police can afford machine guns but they can't afford dash cameras for their squad cars? #interesting #MikeBrown,385,749,88,139,False,Sun Mar 23 00:56:40 +0000 2014,Wed Aug 13 01:07:52 +0000 2014
72,1,Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions against him.,10,139,19134,1721,True,Sat Nov 14 06:37:11 +0000 2009,Fri Aug 15 13:58:42 +0000 2014
73,1,#Ferguson Police apparently has a history of fabrication.  http://t.co/x1d3QTfEBx,69,265,2506,1098,False,Tue Feb 03 02:07:24 +0000 2009,Fri Aug 15 14:24:04 +0000 2014
74,1,#BreakingNews #ferguson chief says the name of the officer that shot #MichaelBrown will be released this morning http://t.co/roXlFQ6EYA,42,210,3993,687,True,Wed Jan 21 06:07:26 +0000 2009,Fri Aug 15 11:26:16 +0000 2014
75,1,I refuse to call the #Ferguson police chief incompetent when it is so clear the release of that video was calculated and brazen. #MikeBrown,145,166,13547,689,False,Sun Jan 22 02:17:35 +0000 2012,Fri Aug 15 23:25:08 +0000 2014
76,1,"BREAKING NEWS: According to documents released to the press, #MikeBrown was connected to an earlier robbery #Ferguson http://t.co/LuCR9711S0",40,105,18738,36,False,Tue Aug 12 06:41:41 +0000 2014,Fri Aug 15 14:01:31 +0000 2014
77,1,"So, to sum up: 1) Darren Wilson KNEW NOTHING of the robbery, 2) shot #MikeBrown over jaywalking, and 3) was allowed to escape #Ferguson.",59,227,1969,1895,False,Tue Nov 09 03:29:11 +0000 2010,Fri Aug 15 19:31:48 +0000 2014
78,1,Police in #Ferguson plan to release name of officer who shot unarmed teen Michael Brown: http://t.co/oqns3yVfTx http://t.co/9fb09WUtdN,48,125,53516,316,True,Fri Jun 13 15:54:21 +0000 2008,Fri Aug 15 13:20:23 +0000 2014
79,1,#Ferguson PD expected to release the name of officer who killed Mike Brown shortly. Watch here http://t.co/7XiK3mhlzZ,43,137,9324,549,False,Fri Mar 20 18:03:08 +0000 2009,Fri Aug 15 13:03:05 +0000 2014
80,1,!! #Ferguson cops once nabbed wrong man but charged him w/ property damage for bleeding on uniforms-they had beat him http://t.co/p5TRiQtWFY,75,249,17156,211,False,Fri Mar 18 21:19:23 +0000 2011,Fri Aug 15 16:56:42 +0000 2014
81,1,"Shot ten times.
Unarmed.
What else is there to talk about?
#StopTheSmear #Ferguson",181,266,21711,957,False,Thu Apr 26 01:08:45 +0000 2007,Fri Aug 15 23:20:59 +0000 2014
82,1,St. Louis: Unarmed teenager #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/cmaG8mnMiP,608,2564,4620,401,False,Tue Nov 27 21:22:10 +0000 2012,Sun Aug 10 05:34:48 +0000 2014
83,1,Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed. http://t.co/bk6jFFM7jj,37,155,201086,290,False,Sat Dec 25 21:38:19 +0000 2010,Wed Aug 13 01:27:45 +0000 2014
84,1,"They wanted u 2 believe that #TrayvonMartin was a criminal, #EricGarner a criminal, #RenishaMcBride a thief, &amp; now #MikeBrown #Ferguson",88,310,214,867,False,Wed Apr 29 21:50:41 +0000 2009,Fri Aug 15 15:19:43 +0000 2014
85,1,"So the angel Michael Brown who is 6'4"" 290 is the robber of the convenience store! #Ferguson http://t.co/d81cQPHzbi",53,116,41587,21717,False,Mon Jun 06 17:20:55 +0000 2011,Fri Aug 15 14:13:16 +0000 2014
86,1,You'd think it would've been more newsworthy when Missouri got rid of due process and made shoplifting a capital crime #Ferguson #MikeBrown,107,164,47498,3,False,Wed Oct 03 00:14:03 +0000 2012,Fri Aug 15 18:42:10 +0000 2014
87,1,These surveillance images were taken at a convenience store 10 min. Before #MichaelBrown was shot Sat. #Ferguson http://t.co/mnReDcRfzz,31,144,1434,1993,False,Thu Mar 24 18:36:26 +0000 2011,Fri Aug 15 14:40:47 +0000 2014
88,1,"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",409,887,108857,1041,True,Thu Mar 06 19:51:29 +0000 2008,Fri Aug 15 14:14:52 +0000 2014
89,1,Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,77,235,1213,1340,False,Wed Jun 16 00:41:46 +0000 2010,Sun Aug 10 03:57:18 +0000 2014
90,1,"the police version is also that #MikeBrown approached the officer. But if he had JUST robbed a store, why approach police?? #Ferguson",48,215,1624,988,False,Mon Feb 22 19:16:39 +0000 2010,Fri Aug 15 14:26:00 +0000 2014
91,1,"Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop.
Where's Al, Jesse?
#tcot #ferguson",41,120,50984,6075,True,Sun Sep 26 07:34:31 +0000 2010,Wed Aug 13 17:44:47 +0000 2014
92,1,I'm NOT believing this story because I know how the police lie and will keep lying and will organize together AND LIE. #MIKEBROWN #Ferguson,88,176,5841,617,False,Sat Mar 23 15:38:36 +0000 2013,Fri Aug 15 14:16:22 +0000 2014
93,1,#Ferguson Police Chief: The initial contact between #DarrenWilson and #MikeBrown was NOT related to the alleged theft of cigars.,629,1906,106438,1041,True,Thu Mar 06 19:51:29 +0000 2008,Fri Aug 15 19:09:34 +0000 2014
94,1,Officer in shooting death of MIchael Brown was unaware he was a suspect: #Ferguson police http://t.co/ZdxP58Ptqt http://t.co/ypfN4DmMZi,47,141,53695,316,True,Fri Jun 13 15:54:21 +0000 2008,Fri Aug 15 20:30:38 +0000 2014
95,1,Key point: Officer Wilson was not aware that #MikeBrown was a robbery suspect. It will be key in establishing his state of mind. #Ferguson,118,369,101807,35,True,Fri Sep 05 16:36:39 +0000 2008,Fri Aug 15 19:20:05 +0000 2014
96,1,#Ferguson officials to release name of cop who shot Michael Brown on Friday http://t.co/x0P9yUhzUU http://t.co/Gk2DxncNov,131,241,1696410,2893,True,Tue Mar 18 23:19:17 +0000 2008,Fri Aug 15 12:02:45 +0000 2014
97,1,"If Mike Brown was engaged in a robbery before being shot, why isn't his alleged accomplice under arrest? #Ferguson http://t.co/upMLU4bbK4",177,407,37830,5439,False,Tue Jan 06 01:27:19 +0000 2009,Fri Aug 15 14:46:24 +0000 2014
98,1,"The #Ferguson police chief just basically confirmed #MikeBrown was gunned to death for the crime of walking in the street?

Horrific.",77,197,14866,1361,False,Tue Jun 28 00:54:08 +0000 2011,Fri Aug 15 19:27:20 +0000 2014
99,1,"Every time the police talk, their story changes. I hate it. #Ferguson",97,210,5849,617,False,Sat Mar 23 15:38:36 +0000 2013,Fri Aug 15 14:10:11 +0000 2014
100,1,"Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists #Ferguson",69,114,63831,139,False,Mon Jan 05 20:04:23 +0000 2009,Fri Aug 15 15:30:08 +0000 2014
101,1,"basically #Ferguson PD did an opposition research dump on mike brown, and not their jobs",51,101,21397,3999,False,Thu Apr 05 07:03:07 +0000 2007,Fri Aug 15 14:29:51 +0000 2014
102,1,"Let's not forget that even if Mike Brown did shoplift, that's not why police said he was stopped or why he was shot. #mikebrown #ferguson",31,128,185,585,False,Wed Apr 15 05:52:22 +0000 2009,Fri Aug 15 14:41:11 +0000 2014
103,1,"So police narrative in #Ferguson is unarmed teen suspected in unarmed robbery was shot to death. We've still got a problem, Chief.",76,168,1723,1393,False,Tue Jan 22 02:56:38 +0000 2008,Fri Aug 15 14:22:01 +0000 2014
104,1,#Ferguson cops beat this man – then charged him for getting blood on their uniforms http://t.co/oLmNINLm1x http://t.co/x6dnPvSU5H,79,232,26012,2022,False,Wed Jan 23 03:50:41 +0000 2008,Fri Aug 15 16:20:05 +0000 2014
105,1,"Increasingly seems like #Ferguson police dept. spent all week playing dress-up, couldn't even be bothered to get its story straight",89,136,81734,72238,False,Wed Aug 18 00:29:10 +0000 2010,Fri Aug 15 19:58:27 +0000 2014
106,1,"Remarkably, despite the military-style police presence in #Ferguson, a known killer was able to skip town http://t.co/lDGjp6Wt1j",65,120,81738,72238,False,Wed Aug 18 00:29:10 +0000 2010,Fri Aug 15 22:48:46 +0000 2014
107,1,"""Police in #Ferguson, once charged a man with destruction of property for bleeding on their uniforms while four of them allegedly beat him.""",32,196,2995,978,True,Tue Mar 24 03:14:52 +0000 2009,Fri Aug 15 14:20:37 +0000 2014
108,1,"MSNBC is literally reporting that Police Chief CLEARLY said it was about jay walking. 

This is a fucking clown show. #Ferguson",69,139,28396,521,False,Wed Mar 21 05:53:23 +0000 2007,Fri Aug 15 22:10:16 +0000 2014
109,1,"First, #MikeBrown was accused of shoplifting. Now, it's a robbery? It's very telling how the #Ferguson PD keeps spewing lie after lie.",58,151,14865,1361,False,Tue Jun 28 00:54:08 +0000 2011,Fri Aug 15 13:50:31 +0000 2014
110,1,BREAKING - #Ferguson's police chief has announced Darren Wilson as the cop who shot and killed #MikeBrown. (not the guy named by Anonymous),44,145,118431,206,False,Fri Oct 24 12:49:50 +0000 2008,Fri Aug 15 13:49:45 +0000 2014
111,1,In what world do you let a cop who killed someone leave town? http://t.co/T0A3rn2PeL #Ferguson,62,176,25527,1593,False,Sat Jun 13 04:10:49 +0000 2009,Fri Aug 15 19:59:13 +0000 2014
112,1,KKK already raising money for the police officer who shot and killed #MikeBrown - #Ferguson http://t.co/VWkZXjHF7V,39,180,18565,36,False,Tue Aug 12 06:41:41 +0000 2014,Fri Aug 15 11:48:32 +0000 2014
113,1,BREAKING: Darren Wilson named as officer who fatally shot #MichaelBrown in #Ferguson,46,238,153336,19775,True,Sat Feb 16 17:16:11 +0000 2008,Fri Aug 15 13:47:20 +0000 2014
114,1,Not just Mike Brown… Second police shooting in #Ferguson leaves man in critical condition http://t.co/uZpgcJK0bB,69,270,386181,693,True,Mon Mar 19 12:22:54 +0000 2007,Wed Aug 13 15:35:05 +0000 2014
115,1,#Ferguson is completely shut down. No journalists allowed.,140,472,7123,2797,False,Fri Apr 08 06:39:37 +0000 2011,Wed Aug 13 03:59:29 +0000 2014
116,1,"BREAKING: #Ferguson police chief just announced that officer Darren Wilson shot the unarmed teen, Michael Brown.",49,123,288854,1072,False,Sat Dec 11 02:06:01 +0000 2010,Fri Aug 15 13:48:19 +0000 2014
117,1,WOKE. #Ferguson #mikebrown RT @ChamNature: 10 mins RT @DragonflyJonez: 6'4 290. In sandals. RT @_TheSpeakEasy: Hmm http://t.co/urAzIWRNI6,42,175,3455,1053,False,Sat Jan 08 16:57:43 +0000 2011,Fri Aug 15 20:57:42 +0000 2014
118,1,BOMBSHELL: #Ferguson chief says the police officer might not have even known about the robbery when he shot and killed Michael Brown.,44,188,7798,2858,False,Sat May 10 07:33:08 +0000 2008,Fri Aug 15 19:11:14 +0000 2014
119,1,"So since we now know the officer knew nothing abt a robbery, we must ask why those tapes were released? #Ferguson. But we know why.",52,100,13517,687,False,Sun Jan 22 02:17:35 +0000 2012,Fri Aug 15 19:18:48 +0000 2014
120,1,"Hard to believe this guy assaulted a cop. 😂😂😂 

#Ferguson http://t.co/J86VLXnZF6",239,385,18644,12432,False,Thu Sep 15 05:25:59 +0000 2011,Fri Aug 15 21:06:58 +0000 2014
121,1,"So a large Negro robbed a store and then the cops saw a large Negro.

WHAT WERE THEY SUPPOSED TO DO?!?!

Perhaps not execute him. #Ferguson",300,461,28393,521,False,Wed Mar 21 05:53:23 +0000 2007,Fri Aug 15 14:54:02 +0000 2014
122,1,"Michael Brown is the 17 yr old boy who was shot 10x &amp; killed by police in #Ferguson today. Media reports ""police shoot man"". #blackboysonly",54,293,1034,516,False,Fri Apr 13 00:20:31 +0000 2012,Sat Aug 09 23:47:46 +0000 2014
123,1,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,86,150,32220,236,False,Tue Aug 26 14:09:47 +0000 2008,Fri Aug 15 21:12:05 +0000 2014
