label,original,text,favorite_count,retweet_count,user.followers_count,user.friends_count,user.verified,user.created_at,created_at,txt_len,avg_wrd_length,url_cnt,puncutaion_cnt,tweet_age
1,"#Ferguson cops beat innocent man, then charged him with bleeding on their uniforms http://t.co/JUQ3pKvbCm http://t.co/pByb9IUqew",cop beat innocent man charge bleeding uniform,140,475,722271,413,True,Tue Aug 11 06:12:45 +0000 2009,Fri Aug 15 18:38:16 +0000 2014,12,5.0,2,1,5.01
1,"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson",police report release morning indicate mike brown suspect strong arm robbery,35,156,2694,688,False,Mon Jul 13 23:56:23 +0000 2009,Fri Aug 15 14:00:21 +0000 2014,17,5.0,0,3,5.09
1,"#Ferguson cops beat man, charged him w/""property damage"" for bleeding on their uniforms. Then they lied in court. http://t.co/B0DSHrIfA1",cop beat man charge w property damage bleeding uniform lie court,120,468,795,688,False,Tue Jun 03 21:15:10 +0000 2008,Fri Aug 15 12:52:10 +0000 2014,18,4.0,1,5,6.2
1,"It was a St. Louis County police officer who shot this man, according to PIO Brian Schellman. #ferguson",st louis county police officer shot man accord pio brian schellman,24,114,2380,573,True,Thu Oct 23 22:13:50 +0000 2008,Wed Aug 13 07:26:22 +0000 2014,17,4.0,0,3,5.81
1,The day #Ferguson cops beat a man and charged him with getting his blood on their uniforms http://t.co/JawJSRGJ9m http://t.co/B9lA31LLis,day cop beat man charge get blood uniform,167,530,1596,320,False,Mon Jul 18 16:08:14 +0000 2011,Fri Aug 15 15:12:26 +0000 2014,16,4.0,2,0,3.08
1,".....for a cover-up to be successful....you must first discredit the victim.....

#Ferguson",cover successful must first discredit victim,73,239,5803,357,False,Thu Jun 14 13:49:08 +0000 2012,Fri Aug 15 14:26:44 +0000 2014,13,4.0,0,15,2.17
1,"despite clear footage of #ferguson citizens chanting ""killer cops have got to go"", media chooses to hear &amp; report ""kill the cops"" instead.",despite clear footage citizen chant killer cop get go medium chooses hear report kill cop instead,62,111,3507,277,False,Mon May 18 23:22:31 +0000 2009,Wed Aug 13 23:22:58 +0000 2014,21,5.0,0,6,5.24
1,Police have named the cop who shot Michael Brown. @alicesperi's latest report from #Ferguson: http://t.co/1K79nsOtx3 http://t.co/cV3VCkUR6L,police name cop shot michael brown late report,173,204,180022,269,True,Mon Jul 29 17:40:09 +0000 2013,Fri Aug 15 15:10:53 +0000 2014,13,4.0,2,1,1.04
1,"Asked why he released surveillance video of robbery, Chief Jackson responds, ""because the press asked for it."" #MikeBrown #Ferguson",ask release surveillance video robbery chief jackson responds press ask,20,115,101649,35,True,Fri Sep 05 16:36:39 +0000 2008,Fri Aug 15 19:15:17 +0000 2014,17,5.0,0,5,5.95
1,"""#Ferguson PD charged a man with destruction of property for bleeding on their uniforms while 4 officers beat him."" http://t.co/x4K1rHyXdn",pd charge man destruction property bleeding uniform 4 officer beat,57,200,2228,457,True,Wed May 20 04:05:14 +0000 2009,Fri Aug 15 15:38:24 +0000 2014,18,5.0,1,3,5.24
1,Alleged theft of cigars is not a reason to shoot dead an unarmed teenager. #MichaelBrown #Ferguson,allege theft cigar reason shoot dead unarmed teenager,376,578,4217288,867,True,Tue Nov 16 09:37:44 +0000 2010,Fri Aug 15 16:52:47 +0000 2014,14,4.0,0,1,3.75
1,Do you understand what I'm saying? How had they already determined #MikeBrown was the suspect when the #Ferguson report was written?,understand say already determine suspect report write,31,164,9000,1906,False,Fri Mar 05 03:12:21 +0000 2010,Fri Aug 15 15:53:46 +0000 2014,20,4.0,0,2,4.45
1,"So in #Ferguson, robbing a convenience carries the death penalty. Got it.",rob convenience carry death penalty get,48,121,6438,5599,False,Thu May 05 00:08:33 +0000 2011,Fri Aug 15 15:03:21 +0000 2014,11,5.0,0,3,3.28
1,"The press conf makes #Ferguson PD look like they've gone from stonewalling to counter punching. We give up a name, we drag his thru the mud.",press conf make pd look like go stonewall counter punch give name drag thru mud,79,137,22919,991,False,Sun Mar 16 02:54:24 +0000 2008,Fri Aug 15 21:30:15 +0000 2014,26,4.0,0,3,6.42
1,What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #ferguson,frustrate talk robbery kill unarmed kid,185,260,39603,10503,False,Wed Feb 25 15:59:52 +0000 2009,Fri Aug 15 19:29:46 +0000 2014,21,4.0,0,1,5.47
1,"#Breaking: The officer involved in the shooting of Michael Brown is named Darren Wilson, #Ferguson police chief says.",officer involve shoot michael brown name darren wilson police chief say,27,108,4261501,2771,True,Mon Mar 12 01:28:01 +0000 2007,Fri Aug 15 13:47:35 +0000 2014,16,5.0,0,2,7.43
1,The selective release of information by #Ferguson PD tells us nothing about the shooting. Instead appears to be a basic smear job.,selective release information pd tell u nothing shoot instead appear basic smear job,87,366,949,712,False,Wed Jun 24 02:56:05 +0000 2009,Fri Aug 15 14:34:00 +0000 2014,21,5.0,0,2,5.15
1,"Let's be serious, it took 5 days to release the incident report because it took 5 days to create the incident. #Ferguson",let serious take 5 day release incident report take 5 day create incident,71,130,12066,10436,False,Thu Jun 20 06:10:20 +0000 2013,Fri Aug 15 16:55:11 +0000 2014,22,4.0,0,2,1.15
1,"In 2009 #Ferguson PD beat a black man, then charged him for getting blood on their uniforms http://t.co/Y1QTm1BZyt http://t.co/KcuZ5VFMOn",2009 pd beat black man charge get blood uniform,96,515,1171,1692,False,Wed Apr 29 21:28:41 +0000 2009,Fri Aug 15 14:31:07 +0000 2014,16,4.0,2,1,5.3
1,At 8:00 police will release the name of the officer who shot Michael Brown. #Ferguson,8 00 police release name officer shot michael brown,204,521,106227,1041,True,Thu Mar 06 19:51:29 +0000 2008,Fri Aug 15 12:16:07 +0000 2014,15,4.0,0,1,6.44
1,Report: #Ferguson cop identified as unarmed teen's killer skipped town days ago http://t.co/5GQvgcw3LJ,report cop identify unarmed teen killer skip town day ago,45,185,162647,521,True,Fri May 09 19:46:43 +0000 2008,Fri Aug 15 19:52:13 +0000 2014,12,5.0,1,0,6.27
1,"Took a week, but we finally at the moment where Mike Brown Is officially a suspect in his own murder. #Ferguson",take week finally moment mike brown officially suspect murder,168,380,8494,3069,False,Sat Jan 01 14:23:08 +0000 2011,Fri Aug 15 15:22:07 +0000 2014,20,4.0,0,2,3.62
1,So in 5mins mike brown shaved his head and changed his scandals to shoes. I think your being lied too #Ferguson http://t.co/GSaYdYUhJr,5mins mike brown shave head change scandal shoe think lie,60,135,1205,1175,False,Mon Aug 22 18:46:41 +0000 2011,Fri Aug 15 14:48:21 +0000 2014,20,4.0,1,1,2.98
1,"Oh, whoops, the robbery had nothing to do with #MikeBrown being stopped, but at least now half of America thinks it did. - #Ferguson PD",oh whoop robbery nothing stop least half america think pd,56,186,291,413,False,Fri Feb 14 00:36:21 +0000 2014,Fri Aug 15 20:04:09 +0000 2014,22,4.0,0,5,0.5
1,2 of the 4 police departments rampaging through #Ferguson were trained by Israel in methods of domination and control http://t.co/ztZUZpzHJb,2 4 police department rampage train israel method domination control,89,304,47986,1148,False,Sun May 03 21:01:20 +0000 2009,Fri Aug 15 09:48:44 +0000 2014,18,5.0,1,0,5.28
1,This is what #Ferguson PD did to #HenryDavis in 2009 when they mistook him for a man with an outstanding warrant http://t.co/ZdHpyHfrCh,pd 2009 mistook man outstanding warrant,59,280,10146,416,False,Wed Mar 11 21:14:50 +0000 2009,Fri Aug 15 20:16:41 +0000 2014,19,4.0,1,0,5.43
1,"the media didn't even know the video existed, but he just said they requested it? DUDE. #Ferguson",medium even know video exist say request dude,97,282,39767,10517,False,Wed Feb 25 15:59:52 +0000 2009,Fri Aug 15 19:15:54 +0000 2014,17,4.0,0,3,5.47
1,"#Ferguson PD charged #HenryDavis w/ ""destruction of property"" for bleeding on their uniforms: http://t.co/qQWPClW3tG http://t.co/5U3nMoMiF2",pd charge w destruction property bleeding uniform,75,201,10290,416,False,Wed Mar 11 21:14:50 +0000 2009,Fri Aug 15 20:26:04 +0000 2014,11,5.0,2,2,5.43
1,Lets bomb nurseries w/ White Babies!? FBI: #NBP leader inciting violence in #Ferguson http://t.co/TCXSbfrTsV #tcot http://t.co/XDZqcWnoUQ,let bomb nursery w white baby fbi leader incite violence,145,539,20997,10884,False,Sat Nov 17 18:46:39 +0000 2012,Wed Aug 13 20:07:18 +0000 2014,11,5.0,2,2,1.74
1,Cigarettes on Staten Island. Cigars in #Ferguson. Are these seriously enough to take a life?,cigarette staten island cigar seriously enough take life,108,246,112774,1096,True,Fri Feb 13 14:17:54 +0000 2009,Fri Aug 15 15:00:55 +0000 2014,14,5.0,0,3,5.5
1,"WOW RT @themarkberman: ""The initial contact between the officer and Mr. Brown was not related to the robbery,"" #Ferguson police chief says",wow rt initial contact officer mr brown related robbery police chief say,49,111,1000335,2220,True,Mon Apr 06 23:50:23 +0000 2009,Fri Aug 15 19:10:51 +0000 2014,20,4.0,0,4,5.36
1,BREAKING: #Ferguson police have identified Darren Wilson as the cop who shot and killed Michael Brown. More details to come...,break police identify darren wilson cop shot kill michael brown detail come,60,173,7382,656,False,Wed Feb 23 17:32:04 +0000 2011,Fri Aug 15 13:51:00 +0000 2014,19,5.0,0,4,3.47
1,NEW DEVELOPMENT: Pentagon supplied St. Louis County police with military-grade weapons. #Ferguson,new development pentagon supply st louis county police military grade weapon,69,145,18549,36,False,Tue Aug 12 06:41:41 +0000 2014,Fri Aug 15 10:58:39 +0000 2014,12,6.0,0,3,0.01
1,"I personally don't trust St. Louis County PD, and I think they waited all this time to forge and falsify evidence. #Ferguson #MikeBrown",personally trust st louis county pd think wait time forge falsify evidence,224,485,18480,36,False,Tue Aug 12 06:41:41 +0000 2014,Fri Aug 15 14:04:24 +0000 2014,22,4.0,0,3,0.01
1,"#MikeBrown's family calls it ""devious"" the way the police chief released info meant to ""assassinate"" their son's character. #Ferguson",family call devious way police chief release info meant assassinate son character,49,145,101849,35,True,Fri Sep 05 16:36:39 +0000 2008,Fri Aug 15 18:52:56 +0000 2014,19,5.0,0,5,5.95
1,Chief Jackson: initial contact between officer and #MikeBrown was not related to robbery. #Ferguson,chief jackson initial contact officer related robbery,30,142,101719,35,True,Fri Sep 05 16:36:39 +0000 2008,Fri Aug 15 19:07:44 +0000 2014,12,5.0,0,1,5.95
1,Lawyers for police in bad shootings often advise shooters not to write reports or even speak to commanders or investigators. #Ferguson,lawyer police bad shooting often advise shooter write report even speak commander investigator,80,310,250431,283,True,Tue Jun 22 17:22:48 +0000 2010,Fri Aug 15 19:14:59 +0000 2014,20,5.0,0,1,4.15
1,"DARREN WILSON
MURDERED AN UNARMED TEEN
LEFT HIS BODY IN THE STREET FOR 4 HRS

Anything else is irrelevant.
#MikeBrown
#Ferguson
#CoverUp",darren wilson murder unarmed teen left body street 4 hr anything else irrelevant,44,110,2105,629,False,Mon Mar 26 20:18:19 +0000 2012,Fri Aug 15 14:40:57 +0000 2014,19,5.0,0,1,2.39
1,The #Ferguson police chief confirmed the stop of #MikeBrown had absolutely nothing to do with the alleged convenience store robbery.,police chief confirm stop absolutely nothing allege convenience store robbery,42,160,7541,3022,True,Fri Sep 05 21:54:50 +0000 2008,Fri Aug 15 19:12:10 +0000 2014,18,5.0,0,1,5.94
1,.@CNN KEEPS playing the video while saying it has nothing to do with the murder of #MikeBrown this is PSYCHOLOGICAL WARFAE. #FERGUSON,keep play video say nothing murder psychological warfae,64,228,5638,616,False,Sat Mar 23 15:38:36 +0000 2013,Fri Aug 15 20:12:14 +0000 2014,19,5.0,0,2,1.4
1,"Family of Michael Brown slams #Ferguson police chief's ""devious"" attempt to ""blame the victim"" http://t.co/4V3uWtShQH http://t.co/GBnglBgJmo",family michael brown slam police chief devious attempt blame victim,221,574,4262522,2771,True,Mon Mar 12 01:28:01 +0000 2007,Fri Aug 15 17:39:42 +0000 2014,14,5.0,2,4,7.43
1,"Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""",hobby lobby asks pd clarification thought chop someone hand maximum penalty shoplift,137,154,81745,72382,False,Wed Aug 18 00:29:10 +0000 2010,Fri Aug 15 18:02:55 +0000 2014,19,5.0,0,2,3.99
1,Chief Jackson: officer Darren Wilson stopped #MikeBrown initially because he was in the street and blocking traffic. #Ferguson,chief jackson officer darren wilson stop initially street block traffic,57,192,101805,35,True,Fri Sep 05 16:36:39 +0000 2008,Fri Aug 15 19:15:53 +0000 2014,16,6.0,0,1,5.95
1,"http://t.co/Qwgr0uMaX4 Ferguson, Missouri, Police to Release Name of Officer in Fatal Shooting #Ferguson #FergusonShooting #FergusonRiot",ferguson missouri police release name officer fatal shoot,0,331,282,882,False,Wed Jan 02 06:40:53 +0000 2013,Fri Aug 15 13:38:36 +0000 2014,11,5.0,1,2,1.62
1,"Shoot unarmed kid.
Conceal evidence.
Impose martial law.
Harass reporters.
Smear the victim.
Worst. Police. Ever.
#Ferguson #MikeBrown",shoot unarmed kid conceal evidence impose martial law harass reporter smear victim bad police ever,420,784,61890,53099,False,Mon Dec 27 15:44:07 +0000 2010,Fri Aug 15 15:11:32 +0000 2014,16,6.0,0,8,3.63
1,"Name of #Ferguson cop is expected to be released by 9 ET, police chief says: http://t.co/NhMsTgfzYi (J.B. Forbes, AP) http://t.co/7LU1iT1EKB",name cop expect release 9 et police chief say j b forbes ap,38,100,1208620,734,True,Wed Aug 06 19:55:31 +0000 2008,Fri Aug 15 12:31:13 +0000 2014,18,3.0,2,4,6.02
1,"2nd police-involved shooting reported in #Ferguson, Mo., overnight http://t.co/VezLQ498BZ",2nd police involve shoot report mo overnight,26,120,4466972,5554,True,Thu Apr 24 14:07:28 +0000 2008,Wed Aug 13 10:36:09 +0000 2014,8,6.0,1,4,6.3
1,today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,today would complete 1st week college police chief spent time suggest criminal,40,117,26208,976,False,Sat Sep 12 19:36:24 +0000 2009,Fri Aug 15 14:00:14 +0000 2014,19,5.0,0,0,4.92
1,"I'm not retweeting the pic of #MikeBrown's body, but evidently he lost the hat and changed his shoes and shorts. And lost ~40 lbs. #Ferguson",retweeting pic body evidently lose hat change shoe short lose 40 lb,117,308,2496,1630,False,Wed Apr 22 01:13:34 +0000 2009,Fri Aug 15 14:55:24 +0000 2014,25,4.0,0,3,5.32
1,FACT. We know more about how #MikeBrown allegedly stole cheap cigars than how and why a #Ferguson police officer shot and killed him.,fact know allegedly stole cheap cigar police officer shot kill,68,139,1347,565,False,Fri May 08 20:25:41 +0000 2009,Fri Aug 15 21:26:39 +0000 2014,21,4.0,0,2,5.27
1,#Ferguson police once beat a man then charged him with destruction of property for bleeding on their uniforms http://t.co/KbTFfyI8mw,police beat man charge destruction property bleeding uniform,40,186,6424,1037,True,Fri Oct 07 23:37:13 +0000 2011,Fri Aug 15 15:09:48 +0000 2014,17,5.0,1,0,2.85
1,Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,update police release still convenience store footage show robbery,62,219,4259965,2771,True,Mon Mar 12 01:28:01 +0000 2007,Fri Aug 15 14:21:05 +0000 2014,10,7.0,2,0,7.43
1,Hold on while Chief Jackson sprinkles a little crack on that Mike Brown crime scene ... #Ferguson,hold chief jackson sprinkle little crack mike brown crime scene,38,102,1667,702,False,Sun Jun 27 16:19:34 +0000 2010,Fri Aug 15 14:00:23 +0000 2014,15,5.0,0,3,4.13
1,So #Ferguson Police can afford machine guns but they can't afford dash cameras for their squad cars? #interesting #MikeBrown,police afford machine gun afford dash camera squad car,385,749,88,139,False,Sun Mar 23 00:56:40 +0000 2014,Wed Aug 13 01:07:52 +0000 2014,17,4.0,0,1,0.39
1,Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions against him.,darren wilson six year veteran police disciplinary action,10,139,19134,1721,True,Sat Nov 14 06:37:11 +0000 2009,Fri Aug 15 13:58:42 +0000 2014,17,5.0,0,1,4.75
1,#Ferguson Police apparently has a history of fabrication.  http://t.co/x1d3QTfEBx,police apparently history fabrication,69,265,2506,1098,False,Tue Feb 03 02:07:24 +0000 2009,Fri Aug 15 14:24:04 +0000 2014,7,6.0,1,1,5.53
1,#BreakingNews #ferguson chief says the name of the officer that shot #MichaelBrown will be released this morning http://t.co/roXlFQ6EYA,chief say name officer shot release morning,42,210,3993,687,True,Wed Jan 21 06:07:26 +0000 2009,Fri Aug 15 11:26:16 +0000 2014,14,4.0,1,0,5.57
1,I refuse to call the #Ferguson police chief incompetent when it is so clear the release of that video was calculated and brazen. #MikeBrown,refuse call police chief incompetent clear release video calculate brazen,145,166,13547,689,False,Sun Jan 22 02:17:35 +0000 2012,Fri Aug 15 23:25:08 +0000 2014,22,4.0,0,1,2.56
1,"BREAKING NEWS: According to documents released to the press, #MikeBrown was connected to an earlier robbery #Ferguson http://t.co/LuCR9711S0",break news accord document release press connect earlier robbery,40,105,18738,36,False,Tue Aug 12 06:41:41 +0000 2014,Fri Aug 15 14:01:31 +0000 2014,15,5.0,1,1,0.01
1,"So, to sum up: 1) Darren Wilson KNEW NOTHING of the robbery, 2) shot #MikeBrown over jaywalking, and 3) was allowed to escape #Ferguson.",sum 1 darren wilson knew nothing robbery 2 shot jaywalking 3 allow escape,59,227,1969,1895,False,Tue Nov 09 03:29:11 +0000 2010,Fri Aug 15 19:31:48 +0000 2014,22,4.0,0,4,3.77
1,Police in #Ferguson plan to release name of officer who shot unarmed teen Michael Brown: http://t.co/oqns3yVfTx http://t.co/9fb09WUtdN,police plan release name officer shot unarmed teen michael brown,48,125,53516,316,True,Fri Jun 13 15:54:21 +0000 2008,Fri Aug 15 13:20:23 +0000 2014,14,5.0,2,0,6.17
1,#Ferguson PD expected to release the name of officer who killed Mike Brown shortly. Watch here http://t.co/7XiK3mhlzZ,pd expect release name officer kill mike brown shortly watch,43,137,9324,549,False,Fri Mar 20 18:03:08 +0000 2009,Fri Aug 15 13:03:05 +0000 2014,15,5.0,1,1,5.41
1,!! #Ferguson cops once nabbed wrong man but charged him w/ property damage for bleeding on uniforms-they had beat him http://t.co/p5TRiQtWFY,cop nabbed wrong man charge w property damage bleeding uniform beat,75,249,17156,211,False,Fri Mar 18 21:19:23 +0000 2011,Fri Aug 15 16:56:42 +0000 2014,19,4.0,1,3,3.41
1,"Shot ten times.
Unarmed.
What else is there to talk about?
#StopTheSmear #Ferguson",shot ten time unarmed else talk,181,266,21711,957,False,Thu Apr 26 01:08:45 +0000 2007,Fri Aug 15 23:20:59 +0000 2014,11,4.0,0,3,7.31
1,St. Louis: Unarmed teenager #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/cmaG8mnMiP,st louis unarmed teenager shot ten time police officer accusation shoplift,608,2564,4620,401,False,Tue Nov 27 21:22:10 +0000 2012,Sun Aug 10 05:34:48 +0000 2014,16,5.0,1,1,1.7
1,Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed. http://t.co/bk6jFFM7jj,line police car high beam greets anyone try enter shut medium allow,37,155,201086,290,False,Sat Dec 25 21:38:19 +0000 2010,Wed Aug 13 01:27:45 +0000 2014,20,4.0,1,3,3.63
1,"They wanted u 2 believe that #TrayvonMartin was a criminal, #EricGarner a criminal, #RenishaMcBride a thief, &amp; now #MikeBrown #Ferguson",want u 2 believe criminal criminal thief,88,310,214,867,False,Wed Apr 29 21:50:41 +0000 2009,Fri Aug 15 15:19:43 +0000 2014,14,4.0,0,3,5.3
1,"So the angel Michael Brown who is 6'4"" 290 is the robber of the convenience store! #Ferguson http://t.co/d81cQPHzbi",angel michael brown 6 4 290 robber convenience store,53,116,41587,21717,False,Mon Jun 06 17:20:55 +0000 2011,Fri Aug 15 14:13:16 +0000 2014,17,4.0,1,2,3.19
1,You'd think it would've been more newsworthy when Missouri got rid of due process and made shoplifting a capital crime #Ferguson #MikeBrown,think would newsworthy missouri get rid due process make shoplift capital crime,107,164,47498,3,False,Wed Oct 03 00:14:03 +0000 2012,Fri Aug 15 18:42:10 +0000 2014,22,4.0,0,0,1.87
1,These surveillance images were taken at a convenience store 10 min. Before #MichaelBrown was shot Sat. #Ferguson http://t.co/mnReDcRfzz,surveillance image take convenience store 10 min shot sat,31,144,1434,1993,False,Thu Mar 24 18:36:26 +0000 2011,Fri Aug 15 14:40:47 +0000 2014,15,5.0,1,2,3.39
1,"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",info give today seem line witness account even allege theft,409,887,108857,1041,True,Thu Mar 06 19:51:29 +0000 2008,Fri Aug 15 14:14:52 +0000 2014,16,4.0,1,1,6.44
1,Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,michael brown steal anything report steal anything,77,235,1213,1340,False,Wed Jun 16 00:41:46 +0000 2010,Sun Aug 10 03:57:18 +0000 2014,17,4.0,0,5,4.15
1,"the police version is also that #MikeBrown approached the officer. But if he had JUST robbed a store, why approach police?? #Ferguson",police version also approach officer robbed store approach police,48,215,1624,988,False,Mon Feb 22 19:16:39 +0000 2010,Fri Aug 15 14:26:00 +0000 2014,20,4.0,0,4,4.48
1,"Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop.
Where's Al, Jesse?
#tcot #ferguson",nearly 7k black murder last yr almost black tiny unarmed kill cop al jesse,41,120,50984,6075,True,Sun Sep 26 07:34:31 +0000 2010,Wed Aug 13 17:44:47 +0000 2014,23,4.0,0,9,3.88
1,I'm NOT believing this story because I know how the police lie and will keep lying and will organize together AND LIE. #MIKEBROWN #Ferguson,believe story know police lie keep lie organize together lie,88,176,5841,617,False,Sat Mar 23 15:38:36 +0000 2013,Fri Aug 15 14:16:22 +0000 2014,23,4.0,0,1,1.39
1,#Ferguson Police Chief: The initial contact between #DarrenWilson and #MikeBrown was NOT related to the alleged theft of cigars.,police chief initial contact related allege theft cigar,629,1906,106438,1041,True,Thu Mar 06 19:51:29 +0000 2008,Fri Aug 15 19:09:34 +0000 2014,16,5.0,0,1,6.44
1,Officer in shooting death of MIchael Brown was unaware he was a suspect: #Ferguson police http://t.co/ZdxP58Ptqt http://t.co/ypfN4DmMZi,officer shoot death michael brown unaware suspect police,47,141,53695,316,True,Fri Jun 13 15:54:21 +0000 2008,Fri Aug 15 20:30:38 +0000 2014,14,5.0,2,0,6.18
